0,0,0,1
0,0.111111,0,0
0,0.222222,0,0
0,0.333333,0,0
0,0.444444,0,0
0,0.555556,0,0
0,0.666667,0,0
0,0.777778,0,0
0,0.888889,0,0
0,1,0,0
0.111111,0,0,0
0.111111,0.111111,0,1
0.111111,0.222222,0,1
0.111111,0.333333,0,1
0.111111,0.444444,0,1
0.111111,0.555556,0,1
0.111111,0.666667,0,1
0.111111,0.777778,0,1
0.111111,0.888889,0,1
0.111111,1,0,0
0.222222,0,0,0
0.222222,0.111111,0,1
0.222222,0.222222,0,1
0.222222,0.333333,0,1
0.222222,0.444444,0,1
0.222222,0.555556,0,1
0.222222,0.666667,0,1
0.222222,0.777778,0,1
0.222222,0.888889,0,1
0.222222,1,0,0
0.333333,0,0,0
0.333333,0.111111,0,1
0.333333,0.222222,0,1
0.333333,0.333333,0,1
0.333333,0.444444,0,1
0.333333,0.555556,0,1
0.333333,0.666667,0,1
0.333333,0.777778,0,1
0.333333,0.888889,0,1
0.333333,1,0,0
0.444444,0,0,0
0.444444,0.111111,0,1
0.444444,0.222222,0,1
0.444444,0.333333,0,1
0.444444,0.444444,0,1
0.444444,0.555556,0,1
0.444444,0.666667,0,1
0.444444,0.777778,0,1
0.444444,0.888889,0,1
0.444444,1,0,0
0.555556,0,0,0
0.555556,0.111111,0,1
0.555556,0.222222,0,1
0.555556,0.333333,0,1
0.555556,0.444444,0,1
0.555556,0.555556,0,1
0.555556,0.666667,0,1
0.555556,0.777778,0,1
0.555556,0.888889,0,1
0.555556,1,0,0
0.666667,0,0,0
0.666667,0.111111,0,1
0.666667,0.222222,0,1
0.666667,0.333333,0,1
0.666667,0.444444,0,1
0.666667,0.555556,0,1
0.666667,0.666667,0,1
0.666667,0.777778,0,1
0.666667,0.888889,0,1
0.666667,1,0,0
0.777778,0,0,0
0.777778,0.111111,0,1
0.777778,0.222222,0,1
0.777778,0.333333,0,1
0.777778,0.444444,0,1
0.777778,0.555556,0,1
0.777778,0.666667,0,1
0.777778,0.777778,0,1
0.777778,0.888889,0,1
0.777778,1,0,0
0.888889,0,0,0
0.888889,0.111111,0,1
0.888889,0.222222,0,1
0.888889,0.333333,0,1
0.888889,0.444444,0,1
0.888889,0.555556,0,1
0.888889,0.666667,0,1
0.888889,0.777778,0,1
0.888889,0.888889,0,1
0.888889,1,0,0
1,0,0,0
1,0.111111,0,0
1,0.222222,0,0
1,0.333333,0,0
1,0.444444,0,0
1,0.555556,0,0
1,0.666667,0,0
1,0.777778,0,0
1,0.888889,0,0
1,1,0,0
0,0,0.00833333,1
0,0.111111,0.00833333,0
0,0.222222,0.00833333,0
0,0.333333,0.00833333,0
0,0.444444,0.00833333,0
0,0.555556,0.00833333,0
0,0.666667,0.00833333,0
0,0.777778,0.00833333,0
0,0.888889,0.00833333,0
0,1,0.00833333,0
0.111111,0,0.00833333,0
0.111111,0.111111,0.00833333,0.622279
0.111111,0.222222,0.00833333,0.622279
0.111111,0.333333,0.00833333,0.622279
0.111111,0.444444,0.00833333,0.622279
0.111111,0.555556,0.00833333,0.622279
0.111111,0.666667,0.00833333,0.622279
0.111111,0.777778,0.00833333,0.622279
0.111111,0.888889,0.00833333,0.622279
0.111111,1,0.00833333,0
0.222222,0,0.00833333,0
0.222222,0.111111,0.00833333,0.920529
0.222222,0.222222,0.00833333,0.920529
0.222222,0.333333,0.00833333,0.920529
0.222222,0.444444,0.00833333,0.920529
0.222222,0.555556,0.00833333,0.920529
0.222222,0.666667,0.00833333,0.920529
0.222222,0.777778,0.00833333,0.920529
0.222222,0.888889,0.00833333,0.920529
0.222222,1,0.00833333,0
0.333333,0,0.00833333,0
0.333333,0.111111,0.00833333,0.983278
0.333333,0.222222,0.00833333,0.983278
0.333333,0.333333,0.00833333,0.983278
0.333333,0.444444,0.00833333,0.983278
0.333333,0.555556,0.00833333,0.983278
0.333333,0.666667,0.00833333,0.983278
0.333333,0.777778,0.00833333,0.983278
0.333333,0.888889,0.00833333,0.983278
0.333333,1,0.00833333,0
0.444444,0,0.00833333,0
0.444444,0.111111,0.00833333,0.996482
0.444444,0.222222,0.00833333,0.996482
0.444444,0.333333,0.00833333,0.996482
0.444444,0.444444,0.00833333,0.996482
0.444444,0.555556,0.00833333,0.996482
0.444444,0.666667,0.00833333,0.996482
0.444444,0.777778,0.00833333,0.996482
0.444444,0.888889,0.00833333,0.996482
0.444444,1,0.00833333,0
0.555556,0,0.00833333,0
0.555556,0.111111,0.00833333,0.99926
0.555556,0.222222,0.00833333,0.99926
0.555556,0.333333,0.00833333,0.99926
0.555556,0.444444,0.00833333,0.99926
0.555556,0.555556,0.00833333,0.99926
0.555556,0.666667,0.00833333,0.99926
0.555556,0.777778,0.00833333,0.99926
0.555556,0.888889,0.00833333,0.99926
0.555556,1,0.00833333,0
0.666667,0,0.00833333,0
0.666667,0.111111,0.00833333,0.999844
0.666667,0.222222,0.00833333,0.999844
0.666667,0.333333,0.00833333,0.999844
0.666667,0.444444,0.00833333,0.999844
0.666667,0.555556,0.00833333,0.999844
0.666667,0.666667,0.00833333,0.999844
0.666667,0.777778,0.00833333,0.999844
0.666667,0.888889,0.00833333,0.999844
0.666667,1,0.00833333,0
0.777778,0,0.00833333,0
0.777778,0.111111,0.00833333,0.928953
0.777778,0.222222,0.00833333,0.928953
0.777778,0.333333,0.00833333,0.928953
0.777778,0.444444,0.00833333,0.928953
0.777778,0.555556,0.00833333,0.928953
0.777778,0.666667,0.00833333,0.928953
0.777778,0.777778,0.00833333,0.928953
0.777778,0.888889,0.00833333,0.928953
0.777778,1,0.00833333,0
0.888889,0,0.00833333,0
0.888889,0.111111,0.00833333,0.579166
0.888889,0.222222,0.00833333,0.579166
0.888889,0.333333,0.00833333,0.579166
0.888889,0.444444,0.00833333,0.579166
0.888889,0.555556,0.00833333,0.579166
0.888889,0.666667,0.00833333,0.579166
0.888889,0.777778,0.00833333,0.579166
0.888889,0.888889,0.00833333,0.579166
0.888889,1,0.00833333,0
1,0,0.00833333,0
1,0.111111,0.00833333,0
1,0.222222,0.00833333,0
1,0.333333,0.00833333,0
1,0.444444,0.00833333,0
1,0.555556,0.00833333,0
1,0.666667,0.00833333,0
1,0.777778,0.00833333,0
1,0.888889,0.00833333,0
1,1,0.00833333,0
0,0,0.0166667,1
0,0.111111,0.0166667,0
0,0.222222,0.0166667,0
0,0.333333,0.0166667,0
0,0.444444,0.0166667,0
0,0.555556,0.0166667,0
0,0.666667,0.0166667,0
0,0.777778,0.0166667,0
0,0.888889,0.0166667,0
0,1,0.0166667,0
0.111111,0,0.0166667,0
0.111111,0.111111,0.0166667,0.387231
0.111111,0.222222,0.0166667,0.387231
0.111111,0.333333,0.0166667,0.387231
0.111111,0.444444,0.0166667,0.387231
0.111111,0.555556,0.0166667,0.387231
0.111111,0.666667,0.0166667,0.387231
0.111111,0.777778,0.0166667,0.387231
0.111111,0.888889,0.0166667,0.387231
0.111111,1,0.0166667,0
0.222222,0,0.0166667,0
0.222222,0.111111,0.0166667,0.847374
0.222222,0.222222,0.0166667,0.847374
0.222222,0.333333,0.0166667,0.847374
0.222222,0.444444,0.0166667,0.847374
0.222222,0.555556,0.0166667,0.847374
0.222222,0.666667,0.0166667,0.847374
0.222222,0.777778,0.0166667,0.847374
0.222222,0.888889,0.0166667,0.847374
0.222222,1,0.0166667,0
0.333333,0,0.0166667,0
0.333333,0.111111,0.0166667,0.966836
0.333333,0.222222,0.0166667,0.966836
0.333333,0.333333,0.0166667,0.966836
0.333333,0.444444,0.0166667,0.966836
0.333333,0.555556,0.0166667,0.966836
0.333333,0.666667,0.0166667,0.966836
0.333333,0.777778,0.0166667,0.966836
0.333333,0.888889,0.0166667,0.966836
0.333333,1,0.0166667,0
0.444444,0,0.0166667,0
0.444444,0.111111,0.0166667,0.992975
0.444444,0.222222,0.0166667,0.992975
0.444444,0.333333,0.0166667,0.992975
0.444444,0.444444,0.0166667,0.992975
0.444444,0.555556,0.0166667,0.992975
0.444444,0.666667,0.0166667,0.992975
0.444444,0.777778,0.0166667,0.992975
0.444444,0.888889,0.0166667,0.992975
0.444444,1,0.0166667,0
0.555556,0,0.0166667,0
0.555556,0.111111,0.0166667,0.99852
0.555556,0.222222,0.0166667,0.99852
0.555556,0.333333,0.0166667,0.99852
0.555556,0.444444,0.0166667,0.99852
0.555556,0.555556,0.0166667,0.99852
0.555556,0.666667,0.0166667,0.99852
0.555556,0.777778,0.0166667,0.99852
0.555556,0.888889,0.0166667,0.99852
0.555556,1,0.0166667,0
0.666667,0,0.0166667,0
0.666667,0.111111,0.0166667,0.999688
0.666667,0.222222,0.0166667,0.999688
0.666667,0.333333,0.0166667,0.999688
0.666667,0.444444,0.0166667,0.999688
0.666667,0.555556,0.0166667,0.999688
0.666667,0.666667,0.0166667,0.999688
0.666667,0.777778,0.0166667,0.999688
0.666667,0.888889,0.0166667,0.999688
0.666667,1,0.0166667,0
0.777778,0,0.0166667,0
0.777778,0.111111,0.0166667,0.862953
0.777778,0.222222,0.0166667,0.862953
0.777778,0.333333,0.0166667,0.862953
0.777778,0.444444,0.0166667,0.862953
0.777778,0.555556,0.0166667,0.862953
0.777778,0.666667,0.0166667,0.862953
0.777778,0.777778,0.0166667,0.862953
0.777778,0.888889,0.0166667,0.862953
0.777778,1,0.0166667,0
0.888889,0,0.0166667,0
0.888889,0.111111,0.0166667,0.335434
0.888889,0.222222,0.0166667,0.335434
0.888889,0.333333,0.0166667,0.335434
0.888889,0.444444,0.0166667,0.335434
0.888889,0.555556,0.0166667,0.335434
0.888889,0.666667,0.0166667,0.335434
0.888889,0.777778,0.0166667,0.335434
0.888889,0.888889,0.0166667,0.335434
0.888889,1,0.0166667,0
1,0,0.0166667,0
1,0.111111,0.0166667,0
1,0.222222,0.0166667,0
1,0.333333,0.0166667,0
1,0.444444,0.0166667,0
1,0.555556,0.0166667,0
1,0.666667,0.0166667,0
1,0.777778,0.0166667,0
1,0.888889,0.0166667,0
1,1,0.0166667,0
0,0,0.025,1
0,0.111111,0.025,0
0,0.222222,0.025,0
0,0.333333,0.025,0
0,0.444444,0.025,0
0,0.555556,0.025,0
0,0.666667,0.025,0
0,0.777778,0.025,0
0,0.888889,0.025,0
0,1,0.025,0
0.111111,0,0.025,0
0.111111,0.111111,0.025,0.240966
0.111111,0.222222,0.025,0.240966
0.111111,0.333333,0.025,0.240966
0.111111,0.444444,0.025,0.240966
0.111111,0.555556,0.025,0.240966
0.111111,0.666667,0.025,0.240966
0.111111,0.777778,0.025,0.240966
0.111111,0.888889,0.025,0.240966
0.111111,1,0.025,0
0.222222,0,0.025,0
0.222222,0.111111,0.025,0.780032
0.222222,0.222222,0.025,0.780032
0.222222,0.333333,0.025,0.780032
0.222222,0.444444,0.025,0.780032
0.222222,0.555556,0.025,0.780032
0.222222,0.666667,0.025,0.780032
0.222222,0.777778,0.025,0.780032
0.222222,0.888889,0.025,0.780032
0.222222,1,0.025,0
0.333333,0,0.025,0
0.333333,0.111111,0.025,0.950669
0.333333,0.222222,0.025,0.950669
0.333333,0.333333,0.025,0.950669
0.333333,0.444444,0.025,0.950669
0.333333,0.555556,0.025,0.950669
0.333333,0.666667,0.025,0.950669
0.333333,0.777778,0.025,0.950669
0.333333,0.888889,0.025,0.950669
0.333333,1,0.025,0
0.444444,0,0.025,0
0.444444,0.111111,0.025,0.989482
0.444444,0.222222,0.025,0.989482
0.444444,0.333333,0.025,0.989482
0.444444,0.444444,0.025,0.989482
0.444444,0.555556,0.025,0.989482
0.444444,0.666667,0.025,0.989482
0.444444,0.777778,0.025,0.989482
0.444444,0.888889,0.025,0.989482
0.444444,1,0.025,0
0.555556,0,0.025,0
0.555556,0.111111,0.025,0.997781
0.555556,0.222222,0.025,0.997781
0.555556,0.333333,0.025,0.997781
0.555556,0.444444,0.025,0.997781
0.555556,0.555556,0.025,0.997781
0.555556,0.666667,0.025,0.997781
0.555556,0.777778,0.025,0.997781
0.555556,0.888889,0.025,0.997781
0.555556,1,0.025,0
0.666667,0,0.025,0
0.666667,0.111111,0.025,0.999533
0.666667,0.222222,0.025,0.999533
0.666667,0.333333,0.025,0.999533
0.666667,0.444444,0.025,0.999533
0.666667,0.555556,0.025,0.999533
0.666667,0.666667,0.025,0.999533
0.666667,0.777778,0.025,0.999533
0.666667,0.888889,0.025,0.999533
0.666667,1,0.025,0
0.777778,0,0.025,0
0.777778,0.111111,0.025,0.801643
0.777778,0.222222,0.025,0.801643
0.777778,0.333333,0.025,0.801643
0.777778,0.444444,0.025,0.801643
0.777778,0.555556,0.025,0.801643
0.777778,0.666667,0.025,0.801643
0.777778,0.777778,0.025,0.801643
0.777778,0.888889,0.025,0.801643
0.777778,1,0.025,0
0.888889,0,0.025,0
0.888889,0.111111,0.025,0.194272
0.888889,0.222222,0.025,0.194272
0.888889,0.333333,0.025,0.194272
0.888889,0.444444,0.025,0.194272
0.888889,0.555556,0.025,0.194272
