xValues,tValues,Solution
0.571429,0.0816327,0.0714813
0.591837,0.0816327,0.0916904
0.612245,0.0816327,0.112003
0.632653,0.0816327,0.132343
0.653061,0.0816327,0.152689
0.673469,0.0816327,0.173038
0.693878,0.0816327,0.193389
0.714286,0.0816327,0.213741
0.734694,0.0816327,0.234094
0.755102,0.0816327,0.254448
0.77551,0.0816327,0.274803
0.795918,0.0816327,0.295159
0.816327,0.0816327,0.315516
0.836735,0.0816327,0.335876
0.857143,0.0816327,0.356149
0.877551,0.0816327,0.37573
0.897959,0.0816327,0.392481
0.918367,0.0816327,0.40397
0.938776,0.0816327,0.402256
0.959184,0.0816327,0.404756
0.979592,0.0816327,0.330866
1,0.0816327,0.52244
0,0.102041,0
0.0204082,0.102041,0
0.0408163,0.102041,0
0.0612245,0.102041,0
0.0816327,0.102041,0
0.102041,0.102041,0
0.122449,0.102041,0
0.142857,0.102041,0
0.163265,0.102041,0
0.183673,0.102041,0
0.204082,0.102041,0
0.22449,0.102041,0
0.244898,0.102041,0
0.265306,0.102041,0
0.285714,0.102041,0
0.306122,0.102041,3.15524e-14
0.326531,0.102041,6.36355e-12
0.346939,0.102041,5.06443e-10
0.367347,0.102041,2.11943e-08
0.387755,0.102041,5.23402e-07
0.408163,0.102041,8.10303e-06
0.428571,0.102041,8.15242e-05
0.44898,0.102041,0.000546144
0.469388,0.102041,0.00248881
0.489796,0.102041,0.00793358
0.510204,0.102041,0.0185088
0.530612,0.102041,0.0337919
0.55102,0.102041,0.0520084
0.571429,0.102041,0.0715915
0.591837,0.102041,0.0916893
0.612245,0.102041,0.111954
0.632653,0.102041,0.132269
0.653061,0.102041,0.152598
0.673469,0.102041,0.172931
0.693878,0.102041,0.193267
0.714286,0.102041,0.213605
0.734694,0.102041,0.233944
0.755102,0.102041,0.254285
0.77551,0.102041,0.274626
0.795918,0.102041,0.29497
0.816327,0.102041,0.315308
0.836735,0.102041,0.335571
0.857143,0.102041,0.355374
0.877551,0.102041,0.373657
0.897959,0.102041,0.388158
0.918367,0.102041,0.397052
0.938776,0.102041,0.393784
0.959184,0.102041,0.396967
0.979592,0.102041,0.326144
1,0.102041,0.521952
0,0.122449,0
0.0204082,0.122449,0
0.0408163,0.122449,0
0.0612245,0.122449,0
0.0816327,0.122449,0
0.102041,0.122449,0
0.122449,0.122449,0
0.142857,0.122449,0
0.163265,0.122449,0
0.183673,0.122449,0
0.204082,0.122449,0
0.22449,0.122449,0
0.244898,0.122449,0
0.265306,0.122449,4.01075e-17
0.285714,0.122449,1.29255e-14
0.306122,0.122449,1.63732e-12
0.326531,0.122449,1.09167e-10
0.346939,0.122449,4.31944e-09
0.367347,0.122449,1.08227e-07
0.387755,0.122449,1.78683e-06
0.408163,0.122449,1.99563e-05
0.428571,0.122449,0.000153658
0.44898,0.122449,0.000829132
0.469388,0.122449,0.00319544
0.489796,0.122449,0.00904562
0.510204,0.122449,0.0196313
0.530612,0.122449,0.034573
0.55102,0.122449,0.05241
0.571429,0.122449,0.0717417
0.591837,0.122449,0.0917104
0.612245,0.122449,0.111915
0.632653,0.122449,0.132198
0.653061,0.122449,0.152507
0.673469,0.122449,0.172825
0.693878,0.122449,0.193146
0.714286,0.122449,0.21347
0.734694,0.122449,0.233795
0.755102,0.122449,0.254122
0.77551,0.122449,0.27445
0.795918,0.122449,0.294773
0.816327,0.122449,0.315042
0.836735,0.122449,0.335036
0.857143,0.122449,0.354115
0.877551,0.122449,0.371021
0.897959,0.122449,0.38364
0.918367,0.122449,0.390788
0.938776,0.122449,0.386791
0.959184,0.122449,0.390851
0.979592,0.122449,0.322551
1,0.122449,0.521464
0,0.142857,0
0.0204082,0.142857,0
0.0408163,0.142857,0
0.0612245,0.142857,0
0.0816327,0.142857,0
0.102041,0.142857,0
0.122449,0.142857,0
0.142857,0.142857,0
0.163265,0.142857,0
0.183673,0.142857,0
0.204082,0.142857,0
0.22449,0.142857,2.71441e-20
0.244898,0.142857,1.431e-17
0.265306,0.142857,2.9203e-15
0.285714,0.142857,3.10618e-13
0.306122,0.142857,1.9509e-11
0.326531,0.142857,7.75425e-10
