0 0 0
0.25 0 0.541421
0.5 0 0.765685
0.75 0 0.541421
1 0 0
0 0.025 0
0.25 0.025 0.414558
0.5 0.025 0.586274
0.75 0.025 0.414558
1 0.025 0
0 0.05 0
0.25 0.05 0.317421
0.5 0.05 0.448902
0.75 0.05 0.317421
1 0.05 0
