0.0526316,0.0197368,0.12975
0.105263,0.0197368,0.255961
0.157895,0.0197368,0.37519
0.210526,0.0197368,0.484184
0.263158,0.0197368,0.579972
0.315789,0.0197368,0.659939
0.368421,0.0197368,0.721905
0.421053,0.0197368,0.764179
0.473684,0.0197368,0.785608
0.526316,0.0197368,0.785608
0.578947,0.0197368,0.764179
0.631579,0.0197368,0.721905
0.684211,0.0197368,0.659939
0.736842,0.0197368,0.579972
0.789474,0.0197368,0.484184
0.842105,0.0197368,0.37519
0.894737,0.0197368,0.255961
0.947368,0.0197368,0.12975
1,0.0197368,0
0,0.0236842,0
0.0526316,0.0236842,0.124707
0.105263,0.0236842,0.246012
0.157895,0.0236842,0.360606
0.210526,0.0236842,0.465364
0.263158,0.0236842,0.557428
0.315789,0.0236842,0.634287
0.368421,0.0236842,0.693844
0.421053,0.0236842,0.734475
0.473684,0.0236842,0.755072
0.526316,0.0236842,0.755072
0.578947,0.0236842,0.734475
0.631579,0.0236842,0.693844
0.684211,0.0236842,0.634287
0.736842,0.0236842,0.557428
0.789474,0.0236842,0.465364
0.842105,0.0236842,0.360606
0.894737,0.0236842,0.246012
0.947368,0.0236842,0.124707
1,0.0236842,0
0,0.0276316,0
0.0526316,0.0276316,0.119859
0.105263,0.0276316,0.236449
0.157895,0.0276316,0.346589
0.210526,0.0276316,0.447275
0.263158,0.0276316,0.535761
0.315789,0.0276316,0.609632
0.368421,0.0276316,0.666874
0.421053,0.0276316,0.705926
0.473684,0.0276316,0.725722
0.526316,0.0276316,0.725722
0.578947,0.0276316,0.705926
0.631579,0.0276316,0.666874
0.684211,0.0276316,0.609632
0.736842,0.0276316,0.535761
0.789474,0.0276316,0.447275
0.842105,0.0276316,0.346589
0.894737,0.0276316,0.236449
0.947368,0.0276316,0.119859
1,0.0276316,0
0,0.0315789,0
0.0526316,0.0315789,0.1152
0.105263,0.0315789,0.227258
0.157895,0.0315789,0.333117
0.210526,0.0315789,0.42989
0.263158,0.0315789,0.514936
0.315789,0.0315789,0.585936
0.368421,0.0315789,0.640953
0.421053,0.0315789,0.678486
0.473684,0.0315789,0.697513
0.526316,0.0315789,0.697513
0.578947,0.0315789,0.678486
0.631579,0.0315789,0.640953
0.684211,0.0315789,0.585936
0.736842,0.0315789,0.514936
0.789474,0.0315789,0.42989
0.842105,0.0315789,0.333117
0.894737,0.0315789,0.227258
0.947368,0.0315789,0.1152
1,0.0315789,0
0,0.0355263,0
0.0526316,0.0355263,0.110722
0.105263,0.0355263,0.218425
0.157895,0.0355263,0.320169
0.210526,0.0355263,0.41318
0.263158,0.0355263,0.49492
0.315789,0.0355263,0.56316
0.368421,0.0355263,0.616039
0.421053,0.0355263,0.652113
0.473684,0.0355263,0.6704
0.526316,0.0355263,0.6704
0.578947,0.0355263,0.652113
0.631579,0.0355263,0.616039
0.684211,0.0355263,0.56316
0.736842,0.0355263,0.49492
0.789474,0.0355263,0.41318
0.842105,0.0355263,0.320169
0.894737,0.0355263,0.218425
0.947368,0.0355263,0.110722
1,0.0355263,0
0,0.0394737,0
0.0526316,0.0394737,0.106419
0.105263,0.0394737,0.209934
0.157895,0.0394737,0.307724
0.210526,0.0394737,0.397119
0.263158,0.0394737,0.475682
0.315789,0.0394737,0.54127
0.368421,0.0394737,0.592093
0.421053,0.0394737,0.626766
0.473684,0.0394737,0.644342
0.526316,0.0394737,0.644342
0.578947,0.0394737,0.626766
0.631579,0.0394737,0.592093
0.684211,0.0394737,0.54127
0.736842,0.0394737,0.475682
0.789474,0.0394737,0.397119
0.842105,0.0394737,0.307724
0.894737,0.0394737,0.209934
0.947368,0.0394737,0.106419
1,0.0394737,0
0,0.0434211,0
0.0526316,0.0434211,0.102282
0.105263,0.0434211,0.201774
0.157895,0.0434211,0.295762
0.210526,0.0434211,0.381683
0.263158,0.0434211,0.457192
0.315789,0.0434211,0.520231
0.368421,0.0434211,0.569078
0.421053,0.0434211,0.602403
0.473684,0.0434211,0.619296
0.526316,0.0434211,0.619296
0.578947,0.0434211,0.602403
0.631579,0.0434211,0.569078
0.684211,0.0434211,0.520231
0.736842,0.0434211,0.457192
0.789474,0.0434211,0.381683
0.842105,0.0434211,0.295762
0.894737,0.0434211,0.201774
0.947368,0.0434211,0.102282
1,0.0434211,0
0,0.0473684,0
0.0526316,0.0473684,0.0983064
0.105263,0.0473684,0.193931
0.157895,0.0473684,0.284266
0.210526,0.0473684,0.366847
0.263158,0.0473684,0.439421
0.315789,0.0473684,0.500009
0.368421,0.0473684,0.546958
0.421053,0.0473684,0.578988
0.473684,0.0473684,0.595224
0.526316,0.0473684,0.595224
0.578947,0.0473684,0.578988
0.631579,0.0473684,0.546958
0.684211,0.0473684,0.500009
0.736842,0.0473684,0.439421
0.789474,0.0473684,0.366847
0.842105,0.0473684,0.284266
0.894737,0.0473684,0.193931
0.947368,0.0473684,0.0983064
1,0.0473684,0
0,0.0513158,0
0.0526316,0.0513158,0.0944852
0.105263,0.0513158,0.186393
0.157895,0.0513158,0.273217
0.210526,0.0513158,0.352587
0.263158,0.0513158,0.422341
0.315789,0.0513158,0.480574
0.368421,0.0513158,0.525698
0.421053,0.0513158,0.556482
0.473684,0.0513158,0.572087
0.526316,0.0513158,0.572087
0.578947,0.0513158,0.556482
0.631579,0.0513158,0.525698
0.684211,0.0513158,0.480574
0.736842,0.0513158,0.422341
0.789474,0.0513158,0.352588
0.842105,0.0513158,0.273216
0.894737,0.0513158,0.186393
0.947368,0.0513158,0.0944851
1,0.0513158,0
0,0.0552632,0
0.0526316,0.0552632,0.0908125
0.105263,0.0552632,0.179148
0.157895,0.0552632,0.262597
0.210526,0.0552632,0.338882
0.263158,0.0552632,0.405924
0.315789,0.0552632,0.461894
0.368421,0.0552632,0.505264
0.421053,0.0552632,0.534851
0.473684,0.0552632,0.54985
0.526316,0.0552632,0.54985
0.578947,0.0552632,0.534852
0.631579,0.0552632,0.505264
0.684211,0.0552632,0.461894
0.736842,0.0552632,0.405924
0.789474,0.0552632,0.338882
0.842105,0.0552632,0.262597
0.894737,0.0552632,0.179148
0.947368,0.0552632,0.0908127
1,0.0552632,0
0,0.0592105,0
0.0526316,0.0592105,0.0872826
0.105263,0.0592105,0.172184
0.157895,0.0592105,0.252389
0.210526,0.0592105,0.32571
0.263158,0.0592105,0.390146
0.315789,0.0592105,0.44394
0.368421,0.0592105,0.485624
0.421053,0.0592105,0.514062
0.473684,0.0592105,0.528477
0.526316,0.0592105,0.528478
0.578947,0.0592105,0.514061
0.631579,0.0592105,0.485624
0.684211,0.0592105,0.44394
0.736842,0.0592105,0.390145
0.789474,0.0592105,0.325711
0.842105,0.0592105,0.252388
0.894737,0.0592105,0.172186
0.947368,0.0592105,0.0872819
1,0.0592105,0
0,0.0631579,0
0.0526316,0.0631579,0.0838899
0.105263,0.0631579,0.165492
0.157895,0.0631579,0.242579
0.210526,0.0631579,0.313049
0.263158,0.0631579,0.374981
0.315789,0.0631579,0.426683
0.368421,0.0631579,0.466748
0.421053,0.0631579,0.494079
0.473684,0.0631579,0.507937
0.526316,0.0631579,0.507933
0.578947,0.0631579,0.494082
0.631579,0.0631579,0.466747
0.684211,0.0631579,0.426683
0.736842,0.0631579,0.374984
0.789474,0.0631579,0.313045
0.842105,0.0631579,0.242584
0.894737,0.0631579,0.165487
0.947368,0.0631579,0.0838928
1,0.0631579,0
0,0.0671053,0
0.0526316,0.0671053,0.0806292
0.105263,0.0671053,0.159059
0.157895,0.0671053,0.23315
0.210526,0.0671053,0.300881
0.263158,0.0671053,0.360405
0.315789,0.0671053,0.4101
0.368421,0.0671053,0.448601
0.421053,0.0671053,0.474881
0.473684,0.0671053,0.488183
0.526316,0.0671053,0.488201
0.578947,0.0671053,0.474867
0.631579,0.0671053,0.448609
0.684211,0.0671053,0.410102
0.736842,0.0671053,0.360392
0.789474,0.0671053,0.300901
0.842105,0.0671053,0.233126
0.894737,0.0671053,0.15908
0.947368,0.0671053,0.0806165
1,0.0671053,0
0,0.0710526,0
0.0526316,0.0710526,0.0774944
0.105263,0.0710526,0.152877
0.157895,0.0710526,0.224086
0.210526,0.0710526,0.289186
0.263158,0.0710526,0.346399
0.315789,0.0710526,0.394149
0.368421,0.0710526,0.431185
0.421053,0.0710526,0.456388
0.473684,0.0710526,0.469253
0.526316,0.0710526,0.469175
0.578947,0.0710526,0.45645
0.631579,0.0710526,0.431155
0.684211,0.0710526,0.394137
0.736842,0.0710526,0.346454
0.789474,0.0710526,0.289096
0.842105,0.0710526,0.224191
0.894737,0.0710526,0.152785
0.947368,0.0710526,0.0775485
1,0.0710526,0
0,0.075,0
0.0526316,0.075,0.0744855
0.105263,0.075,0.146929
0.157895,0.075,0.215382
0.210526,0.075,0.277946
0.263158,0.075,0.332916
0.315789,0.075,0.378881
0.368421,0.075,0.414323
0.421053,0.075,0.438806
0.473684,0.075,0.450809
0.526316,0.075,0.451153
0.578947,0.075,0.438538
0.631579,0.075,0.41445
0.684211,0.075,0.378939
0.736842,0.075,0.332667
0.789474,0.075,0.278342
0.842105,0.075,0.214927
0.894737,0.075,0.147327
0.947368,0.075,0.0742535
1,0.075,0
