0,0,0
0.0526316,0,0.158197
0.105263,0,0.312078
0.157895,0,0.457447
0.210526,0,0.590338
0.263158,0,0.707126
0.315789,0,0.804626
0.368421,0,0.880177
0.421053,0,0.931719
0.473684,0,0.957847
0.526316,0,0.957847
0.578947,0,0.931719
0.631579,0,0.880177
0.684211,0,0.804626
0.736842,0,0.707126
0.789474,0,0.590338
0.842105,0,0.457447
0.894737,0,0.312078
0.947368,0,0.158197
1,0,0
0,0.00394737,0
0.0526316,0.00394737,0.152048
0.105263,0.00394737,0.299948
0.157895,0.00394737,0.439666
0.210526,0.00394737,0.567391
0.263158,0.00394737,0.67964
0.315789,0.00394737,0.77335
0.368421,0.00394737,0.845964
0.421053,0.00394737,0.895503
0.473684,0.00394737,0.920615
0.526316,0.00394737,0.920615
0.578947,0.00394737,0.895503
0.631579,0.00394737,0.845964
0.684211,0.00394737,0.77335
0.736842,0.00394737,0.67964
0.789474,0.00394737,0.567391
0.842105,0.00394737,0.439666
0.894737,0.00394737,0.299948
0.947368,0.00394737,0.152048
1,0.00394737,0
0,0.00789474,0
0.0526316,0.00789474,0.146137
0.105263,0.00789474,0.288289
0.157895,0.00789474,0.422576
0.210526,0.00789474,0.545337
0.263158,0.00789474,0.653222
0.315789,0.00789474,0.743289
0.368421,0.00789474,0.813081
0.421053,0.00789474,0.860695
0.473684,0.00789474,0.884831
0.526316,0.00789474,0.884831
0.578947,0.00789474,0.860695
0.631579,0.00789474,0.813081
0.684211,0.00789474,0.743289
0.736842,0.00789474,0.653222
0.789474,0.00789474,0.545337
0.842105,0.00789474,0.422576
0.894737,0.00789474,0.288289
0.947368,0.00789474,0.146137
1,0.00789474,0
0,0.0118421,0
0.0526316,0.0118421,0.140457
0.105263,0.0118421,0.277083
0.157895,0.0118421,0.40615
0.210526,0.0118421,0.524139
0.263158,0.0118421,0.627831
0.315789,0.0118421,0.714397
0.368421,0.0118421,0.781477
0.421053,0.0118421,0.827239
0.473684,0.0118421,0.850437
0.526316,0.0118421,0.850437
0.578947,0.0118421,0.827239
0.631579,0.0118421,0.781477
0.684211,0.0118421,0.714397
0.736842,0.0118421,0.627831
0.789474,0.0118421,0.524139
0.842105,0.0118421,0.40615
0.894737,0.0118421,0.277083
0.947368,0.0118421,0.140457
1,0.0118421,0
0,0.0157895,0
0.0526316,0.0157895,0.134997
0.105263,0.0157895,0.266313
0.157895,0.0157895,0.390363
0.210526,0.0157895,0.503766
0.263158,0.0157895,0.603427
0.315789,0.0157895,0.686629
0.368421,0.0157895,0.7511
0.421053,0.0157895,0.795084
0.473684,0.0157895,0.81738
0.526316,0.0157895,0.81738
0.578947,0.0157895,0.795084
0.631579,0.0157895,0.7511
0.684211,0.0157895,0.686629
0.736842,0.0157895,0.603427
0.789474,0.0157895,0.503766
0.842105,0.0157895,0.390363
0.894737,0.0157895,0.266313
0.947368,0.0157895,0.134997
1,0.0157895,0
0,0.0197368,0
